Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q6C0B2	Q6C0B2_YARLI	unreviewed	YALI0F26279p	YALI0_F26279g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	323
Q6C2B0	Q6C2B0_YARLI	unreviewed	Uridylate kinase (UK) (EC 2.7.4.14) (ATP:UMP phosphotransferase) (Deoxycytidylate kinase) (CK) (dCMP kinase) (Uridine monophosphate kinase) (UMP kinase) (UMPK)	URA6 YALI0_F09339g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	212
Q6CAI6	Q6CAI6_YARLI	unreviewed	YALI0D02453p	YALI0_D02453g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	119
Q6BZV0	Q6BZV0_YARLI	unreviewed	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2	YALI0_F30701g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	279
Q6C562	Q6C562_YARLI	unreviewed	YALI0E20735p	YALI0_E20735g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	359
Q6C9R1	Q6C9R1_YARLI	unreviewed	Carboxypeptidase (EC 3.4.16.-)	YALI0_D09042g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	461
Q6C5R8	Q6C5R8_YARLI	unreviewed	Squalene monooxygenase (EC 1.14.14.17)	YALI0_E15730g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	489
Q6CFQ3	Q6CFQ3_YARLI	unreviewed	YALI0B04862p	YALI0_B04862g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	865
Q6CC01	Q6CC01_YARLI	unreviewed	YALI0C13926p	YALI0_C13926g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	371
Q6CD69	Q6CD69_YARLI	unreviewed	YALI0C03333p	YALI0_C03333g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	652
Q6CCL4	Q6CCL4_YARLI	unreviewed	YALI0C08415p	YALI0_C08415g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	279
Q6C565	Q6C565_YARLI	unreviewed	YALI0E20669p	YALI0_E20669g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	384
Q6C3P6	Q6C3P6_YARLI	unreviewed	YALI0E33165p	YALI0_E33165g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	370
Q6C9L7	Q6C9L7_YARLI	unreviewed	Origin recognition complex subunit 1	YALI0_D10104g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	718
Q6CE94	Q6CE94_YARLI	unreviewed	YALI0B17468p	YALI0_B17468g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	504
Q6CE58	Q6CE58_YARLI	unreviewed	YALI0B18370p	YALI0_B18370g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	224
Q6C9Q4	Q6C9Q4_YARLI	unreviewed	YALI0D09185p	YALI0_D09185g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	404
Q6CBU0	Q6CBU0_YARLI	unreviewed	YALI0C15532p	YALI0_C15532g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	892
Q6CDB4	Q6CDB4_YARLI	unreviewed	YALI0C01991p	YALI0_C01991g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	978
Q6CHH5	Q6CHH5_YARLI	unreviewed	YALI0A08866p	YALI0_A08866g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	82
Q6C6C8	Q6C6C8_YARLI	unreviewed	YALI0E10527p	YALI0_E10527g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	194
Q6C797	Q6C797_YARLI	unreviewed	YALI0E02596p	YALI0_E02596g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	397
Q6CC30	Q6CC30_YARLI	unreviewed	YALI0C13002p	YALI0_C13002g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	305
Q6CAK2	Q6CAK2_YARLI	unreviewed	YALI0D02068p	YALI0_D02068g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	260
Q6CBB2	Q6CBB2_YARLI	unreviewed	YALI0C20383p	YALI0_C20383g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	106
Q6CFI0	Q6CFI0_YARLI	unreviewed	YALI0B06809p	YALI0_B06809g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	373
Q6C8E8	Q6C8E8_YARLI	unreviewed	YALI0D20218p	YALI0_D20218g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	568
Q6CGK9	Q6CGK9_YARLI	unreviewed	YALI0A18447p	YALI0_A18447g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	58
Q6C1P0	Q6C1P0_YARLI	unreviewed	YALI0F14641p	YALI0_F14641g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	331
Q6CBV9	Q6CBV9_YARLI	unreviewed	YALI0C15092p	YALI0_C15092g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	288
Q6CDZ2	Q6CDZ2_YARLI	unreviewed	YALI0B20042p	YALI0_B20042g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	106
Q6C6Q1	Q6C6Q1_YARLI	unreviewed	YALI0E07337p	YALI0_E07337g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	184
Q6C506	Q6C506_YARLI	unreviewed	YALI0E22088p	YALI0_E22088g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	259
Q6CD59	Q6CD59_YARLI	unreviewed	YALI0C03542p	YALI0_C03542g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	397
Q6CD76	Q6CD76_YARLI	unreviewed	YALI0C03091p	YALI0_C03091g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	181
Q6CG68	Q6CG68_YARLI	unreviewed	YALI0B00418p	YALI0_B00418g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	80
Q6CI54	Q6CI54_YARLI	unreviewed	YALI0A01540p	YALI0_A01540g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	148
Q6CHV3	Q6CHV3_YARLI	unreviewed	YALI0A04631p	YALI0_A04631g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	467
Q6C3D6	Q6C3D6_YARLI	unreviewed	YALI0F00594p	YALI0_F00594g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	415
Q6C2W3	Q6C2W3_YARLI	unreviewed	YALI0F04620p	YALI0_F04620g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	226
Q6CI58	Q6CI58_YARLI	unreviewed	YALI0A01463p	YALI0_A01463g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	474
Q6C9F6	Q6C9F6_YARLI	unreviewed	YALI0D11594p	YALI0_D11594g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	372
Q6CHP6	Q6CHP6_YARLI	unreviewed	YALI0A06677p	YALI0_A06677g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	363
Q6C3G9	Q6C3G9_YARLI	unreviewed	YALI0E34925p	YALI0_E34925g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	408
Q6C2V3	Q6C2V3_YARLI	unreviewed	YALI0F04884p	YALI0_F04884g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	1166
Q6C2V7	Q6C2V7_YARLI	unreviewed	YALI0F04752p	YALI0_F04752g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	99
Q6CHK5	Q6CHK5_YARLI	unreviewed	YALI0A07865p	YALI0_A07865g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	152
Q6CB45	Q6CB45_YARLI	unreviewed	YALI0C22022p	YALI0_C22022g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	674
Q6CF10	Q6CF10_YARLI	unreviewed	YALI0B11264p	YALI0_B11264g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	159
Q6CAM2	Q6CAM2_YARLI	unreviewed	YALI0D01529p	YALI0_D01529g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	557
Q6C3S8	Q6C3S8_YARLI	unreviewed	YALI0E32417p	YALI0_E32417g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	700
Q6C1U7	Q6C1U7_YARLI	unreviewed	Coatomer subunit zeta	YALI0_F13255g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	189
Q6CB68	Q6CB68_YARLI	unreviewed	YALI0C21494p	YALI0_C21494g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	512
Q6CC80	Q6CC80_YARLI	unreviewed	Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12)	YALI0_C11649g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	680
Q6C5N2	Q6C5N2_YARLI	unreviewed	YALI0E16621p	YALI0_E16621g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	524
Q6C4H7	Q6C4H7_YARLI	unreviewed	YALI0E26719p	YALI0_E26719g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	551
Q6C4J8	Q6C4J8_YARLI	unreviewed	YALI0E26169p	YALI0_E26169g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	157
Q6CEP7	Q6CEP7_YARLI	unreviewed	YALI0B14036p	YALI0_B14036g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	207
Q6CAY5	Q6CAY5_YARLI	unreviewed	YALI0C23342p	YALI0_C23342g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	401
Q6CCQ7	Q6CCQ7_YARLI	unreviewed	Apurinic-apyrimidinic endonuclease 2 (DNA-(apurinic or apyrimidinic site) endonuclease 2)	YALI0_C07436g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	582
Q6C8Q5	Q6C8Q5_YARLI	unreviewed	YALI0D17820p	YALI0_D17820g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	1111
Q6CDD3	Q6CDD3_YARLI	unreviewed	1,3-beta-D-glucan-UDP glucosyltransferase (EC 2.4.1.34)	YALI0_C01411g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	1914
Q6C1L7	Q6C1L7_YARLI	unreviewed	RNA helicase (EC 3.6.4.13)	YALI0_F15147g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	718
Q6C0V4	Q6C0V4_YARLI	unreviewed	Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase)	YALI0_F21406g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	222
Q6C5W6	Q6C5W6_YARLI	unreviewed	ER membrane protein complex subunit 1	YALI0_E14575g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	815
Q6CI89	Q6CI89_YARLI	unreviewed	YALI0A00594p	YALI0_A00594g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	429
Q6CDY7	Q6CDY7_YARLI	unreviewed	Elongation of fatty acids protein (EC 2.3.1.199) (Very-long-chain 3-oxoacyl-CoA synthase)	YALI0_B20196g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	325
Q6C075	Q6C075_YARLI	unreviewed	Derlin	YALI0_F27225g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	304
Q6CHS3	Q6CHS3_YARLI	unreviewed	YALI0A05555p	YALI0_A05555g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	365
Q6CE43	Q6CE43_YARLI	unreviewed	YALI0B18700p	YALI0_B18700g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	342
Q6C1K4	Q6C1K4_YARLI	unreviewed	DNA repair protein RAD51 homolog	YALI0_F15477g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	329
Q6C536	Q6C536_YARLI	unreviewed	Thiamine pyrophosphokinase (EC 2.7.6.2)	YALI0_E21351g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	250
Q6C775	Q6C775_YARLI	unreviewed	Histidine kinase (EC 2.7.13.3)	YALI0_E03168g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	1147
Q6C871	Q6C871_YARLI	unreviewed	YALI0D22154p	YALI0_D22154g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	803
Q6CFC8	Q6CFC8_YARLI	unreviewed	YALI0B08272p	YALI0_B08272g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	866
Q6C1V4	Q6C1V4_YARLI	unreviewed	Checkpoint protein	YALI0_F13123g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	313
Q6CC03	Q6CC03_YARLI	unreviewed	YALI0C13882p	YALI0_C13882g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	434
Q6C914	Q6C914_YARLI	unreviewed	YALI0D15158p	YALI0_D15158g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	678
Q6CEJ1	Q6CEJ1_YARLI	unreviewed	YALI0B15246p	YALI0_B15246g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	1013
Q6C001	Q6C001_YARLI	unreviewed	YALI0F29227p	YALI0_F29227g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	1858
Q6C1Z2	Q6C1Z2_YARLI	unreviewed	YALI0F12177p	YALI0_F12177g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	345
Q6CB98	Q6CB98_YARLI	unreviewed	YALI0C20823p	YALI0_C20823g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	882
Q6CD72	Q6CD72_YARLI	unreviewed	Mitochondrial pyruvate carrier	YALI0_C03223g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	134
Q6C3H9	Q6C3H9_YARLI	unreviewed	YALI0E34687p	YALI0_E34687g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	305
Q6CD33	Q6CD33_YARLI	unreviewed	Phosphoinositide phospholipase C (EC 3.1.4.11)	YALI0_C04180g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	955
Q6CDS5	Q6CDS5_YARLI	unreviewed	YALI0B21560p	YALI0_B21560g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	299
Q6CGH9	Q6CGH9_YARLI	unreviewed	YALI0A19162p	YALI0_A19162g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	456
Q6C6Z9	Q6C6Z9_YARLI	unreviewed	YALI0E04961p	YALI0_E04961g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	232
Q6C3K9	Q6C3K9_YARLI	unreviewed	YALI0E33979p	YALI0_E33979g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	276
Q6CD85	Q6CD85_YARLI	unreviewed	YALI0C02893p	YALI0_C02893g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	125
Q6CEL2	Q6CEL2_YARLI	unreviewed	YALI0B14795p	YALI0_B14795g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	165
Q6CGU7	Q6CGU7_YARLI	unreviewed	YALI0A16082p	YALI0_A16082g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	171
Q6CC74	Q6CC74_YARLI	unreviewed	YALI0C11825p	YALI0_C11825g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	572
Q6C698	Q6C698_YARLI	unreviewed	YALI0E11319p	YALI0_E11319g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	269
Q6C4B1	Q6C4B1_YARLI	unreviewed	YALI0E28314p	YALI0_E28314g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	478
Q6C379	Q6C379_YARLI	unreviewed	YALI0F01947p	YALI0_F01947g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	449
Q6CH36	Q6CH36_YARLI	unreviewed	YALI0A13035p	YALI0_A13035g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	161
Q6CC73	Q6CC73_YARLI	unreviewed	YALI0C11836p	YALI0_C11836g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	363
Q6C073	Q6C073_YARLI	unreviewed	YALI0F27269p	YALI0_F27269g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	338
Q6CBA4	Q6CBA4_YARLI	unreviewed	YALI0C20691p	YALI0_C20691g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	512
Q6C8T6	Q6C8T6_YARLI	unreviewed	Proteasome assembly chaperone 1	YALI0_D17094g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	275
Q6CBU2	Q6CBU2_YARLI	unreviewed	YALI0C15466p	YALI0_C15466g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	412
Q6C3X2	Q6C3X2_YARLI	unreviewed	YALI0E31537p	YALI0_E31537g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	101
Q6C981	Q6C981_YARLI	unreviewed	YALI0D13200p	YALI0_D13200g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	144
Q6CDZ9	Q6CDZ9_YARLI	unreviewed	YALI0B19844p	YALI0_B19844g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	428
Q6CFP8	Q6CFP8_YARLI	unreviewed	YALI0B04972p	YALI0_B04972g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	115
Q6CHQ7	Q6CHQ7_YARLI	unreviewed	YALI0A06347p	YALI0_A06347g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	310
Q6CH66	Q6CH66_YARLI	unreviewed	YALI0A11891p	YALI0_A11891g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	85
Q6C5M0	Q6C5M0_YARLI	unreviewed	YALI0E16885p	YALI0_E16885g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	150
Q6C8W9	Q6C8W9_YARLI	unreviewed	YALI0D16269p	YALI0_D16269g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	307
Q6C4F5	Q6C4F5_YARLI	unreviewed	Ammonium transporter	YALI0_E27203g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	486
Q6CA43	Q6CA43_YARLI	unreviewed	1,3-beta-glucanosyltransferase (EC 2.4.1.-)	YALI0_D06039g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	552
Q6C964	Q6C964_YARLI	unreviewed	YALI0D13684p	YALI0_D13684g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	1042
Q6C2Y1	Q6C2Y1_YARLI	unreviewed	NEDD8-activating enzyme E1 catalytic subunit (EC 6.2.1.64)	YALI0_F04147g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	433
Q6C1E8	Q6C1E8_YARLI	unreviewed	YALI0F16940p	YALI0_F16940g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	1582
Q6CEE6	Q6CEE6_YARLI	unreviewed	DNA-directed RNA polymerase subunit beta (EC 2.7.7.6)	YALI0_B16258g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	1169
Q6C9E8	Q6C9E8_YARLI	unreviewed	YALI0D11770p	YALI0_D11770g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	404
Q6CAJ5	Q6CAJ5_YARLI	unreviewed	YALI0D02233p	YALI0_D02233g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	795
Q6C6V1	Q6C6V1_YARLI	unreviewed	YALI0E06017p	YALI0_E06017g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	1015
F2Z5Y0	F2Z5Y0_YARLI	unreviewed	YALI0B21582p	YALI0_B21582g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	285
Q6CDA4	Q6CDA4_YARLI	unreviewed	YALI0C02409p	YALI0_C02409g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	764
Q6C6Y9	Q6C6Y9_YARLI	unreviewed	YALI0E05181p	YALI0_E05181g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	137
Q6CFF7	Q6CFF7_YARLI	unreviewed	Protein RER1	YALI0_B07425g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	189
Q6C5X8	Q6C5X8_YARLI	unreviewed	YALI0E14212p	YALI0_E14212g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	139
Q6CAI2	Q6CAI2_YARLI	unreviewed	Mannan endo-1,6-alpha-mannosidase (EC 3.2.1.101)	YALI0_D02563g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	465
Q6CEP5	Q6CEP5_YARLI	unreviewed	YALI0B14080p	YALI0_B14080g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	360
Q6C4J6	Q6C4J6_YARLI	unreviewed	YALI0E26235p	YALI0_E26235g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	374
Q6C0V8	Q6C0V8_YARLI	unreviewed	YALI0F21329p	YALI0_F21329g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	845
Q6C9P7	Q6C9P7_YARLI	unreviewed	YALI0D09339p	YALI0_D09339g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	361
Q6CAL1	Q6CAL1_YARLI	unreviewed	YALI0D01804p	YALI0_D01804g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	312
Q6CGV6	Q6CGV6_YARLI	unreviewed	YALI0A15774p	YALI0_A15774g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	463
F2Z693	F2Z693_YARLI	unreviewed	YALI0E18788p	YALI0_E18788g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	221
Q6C1C4	Q6C1C4_YARLI	unreviewed	YALI0F17490p	YALI0_F17490g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	288
Q6C600	Q6C600_YARLI	unreviewed	YALI0E13684p	YALI0_E13684g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	210
Q6CI12	Q6CI12_YARLI	unreviewed	YALI0A02607p	YALI0_A02607g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	428
Q6C4V7	Q6C4V7_YARLI	unreviewed	YALI0E23342p	YALI0_E23342g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	707
Q6C8C4	Q6C8C4_YARLI	unreviewed	YALI0D20834p	YALI0_D20834g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	526
Q6C6E0	Q6C6E0_YARLI	unreviewed	YALI0E10263p	YALI0_E10263g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	361
Q6CCQ1	Q6CCQ1_YARLI	unreviewed	YALI0C07568p	YALI0_C07568g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	952
Q6CG38	Q6CG38_YARLI	unreviewed	YALI0B01144p	YALI0_B01144g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	154
Q6C9U5	Q6C9U5_YARLI	unreviewed	YALI0D08294p	YALI0_D08294g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	924
Q6C9L5	Q6C9L5_YARLI	unreviewed	YALI0D10131p	YALI0_D10131g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	571
Q6C8B6	Q6C8B6_YARLI	unreviewed	YALI0D21010p	YALI0_D21010g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	592
Q6CC22	Q6CC22_YARLI	unreviewed	dTMP kinase (EC 2.7.4.9)	YALI0_C13354g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	204
Q6CGL2	Q6CGL2_YARLI	unreviewed	YALI0A18381p	YALI0_A18381g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	881
Q6CDS7	Q6CDS7_YARLI	unreviewed	YALI0B21516p	YALI0_B21516g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	423
Q6CFS2	Q6CFS2_YARLI	unreviewed	YALI0B04334p	YALI0_B04334g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	1102
Q6C254	Q6C254_YARLI	unreviewed	YALI0F10747p	YALI0_F10747g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	196
Q6C9L3	Q6C9L3_YARLI	unreviewed	YALI0D10175p	YALI0_D10175g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	191
