Entry	Gene names	Gene ontology IDs	Pathway	Keywords	Protein names
A0A1D8NQ29	PIM1 YALI1_F33618g	GO:0004176; GO:0004252; GO:0005524; GO:0005759; GO:0006515; GO:0034599; GO:0043565; GO:0051131; GO:0070407		ATP-binding;DNA-binding;Hydrolase;Mitochondrion;Nucleotide-binding;Protease;Serine protease	Lon protease homolog, mitochondrial (EC 3.4.21.53)
A0A1D8NI37	YALI1_E14805g	GO:0003723		Repeat	PUM-HD domain-containing protein
A0A371CFL3	B0I71DRAFT_169158			Capsid protein;Virion	Vesicle coat protein
A0A1H6QA61	YALI1_D16864g	GO:0009166; GO:0016787		Signal	Uncharacterized protein
A0A7H0KH31	YALI2_C00250g				Uncharacterized protein
A0A7H0KV67	YALI2_F00729g			TPR repeat	TPR repeat-containing thioredoxin TTL4
A0A7H0KGR2	YALI2_C00131g	GO:0003677; GO:0004519; GO:0006281; GO:0008270; GO:0016829		DNA damage;DNA repair;Lyase;Metal-binding;Zinc;Zinc-finger	Apurinic-apyrimidinic endonuclease 2 (DNA-(apurinic or apyrimidinic site) endonuclease 2)
A0A1D8N412	YALI1_A07635g				Uncharacterized protein
A0A1D8N4M9	YALI1_A13397g				Uncharacterized protein
A0A7H0KG70	YALI2_B00592g				Carboxypeptidase Y inhibitor
A0A1D8N4I5	YALI1_A11723g	GO:0016021		Membrane;Transmembrane;Transmembrane helix	Uncharacterized protein
A0A7H0KNI5	YALI2_E00167g	GO:0003677		DNA-binding;Metal-binding;Zinc;Zinc-finger	DNA-binding protein creA
A0A1H6PJL9	YALI1_C06298g	GO:0016021; GO:0022857		Membrane;Transmembrane;Transmembrane helix	Uncharacterized protein
A0A7H0KD37	YALI2_A00202g	GO:0000339; GO:0005846; GO:0045292; GO:0051028			Nuclear cap-binding protein subunit 1
A0A7H0KEW7	YALI2_B00138g				Uncharacterized protein
A0A7H0KID1	YALI2_C00700g				Uncharacterized protein
A0A7H0KH78	YALI2_C00297g	GO:0016021		Membrane;Signal;Transmembrane;Transmembrane helix	Flavin carrier protein 2
A0A371CC28	B0I71DRAFT_128409			Signal	Uncharacterized protein (Fragment)
A0A7H0KL12	YALI2_D00419g				Uncharacterized protein
A0A7H0KND7	YALI2_E00119g				Uncharacterized protein
A0A7H0KGM1	YALI2_C00090g	GO:0008237		Hydrolase;Metalloprotease;Protease	Metalloprotease ARX1 (EC 3.-.-.-)
A0A7H0KEP1	YALI2_B00062g	GO:0006606			Iwr1 domain-containing protein
A0A7H0KPA4	YALI2_E00436g				Uncharacterized protein
A0A7H0KD84	YALI2_A00249g	GO:0047834; GO:0102098		Oxidoreductase	D-galacturonate reductase (EC 1.1.1.365)
A0A7H0KJ81	YALI2_C01000g	GO:0030479		Cytoplasm;Cytoskeleton	Altered inheritance of mitochondria protein 21
A0A7H0KMT0	YALI2_D01037g				Uncharacterized protein
A0A7H0KE36	YALI2_A00551g	GO:0032366		Lipid transport;Signal;Transport	Phosphatidylglycerol/phosphatidylinositol transfer protein
A0A7H0KLP9	YALI2_D00656g				Uncharacterized protein
A0A7H0KHG9	YALI2_C00388g	GO:0004674; GO:0004708; GO:0005524		ATP-binding;Kinase;Nucleotide-binding;Serine/threonine-protein kinase;Transferase	MAP kinase kinase MKK1/SSP32 (EC 2.7.12.2)
A0A7H0KQS2	YALI2_E00954g				Uncharacterized protein
A0A7H0KTV5	YALI2_F00267g				Uncharacterized protein
A0A371BYL1	B0I71DRAFT_15456	GO:0016021		Membrane;Transmembrane;Transmembrane helix	Uncharacterized protein
A0A371C4Y2	B0I71DRAFT_44499			Signal	Uncharacterized protein
A0A7H0KFJ6	YALI2_B00368g				TBC1 domain family member 5
A0A371BY02	B0I71DRAFT_143395	GO:0004491			Methylmalonate-semialdehyde dehydrogenase (CoA acylating) (EC 1.2.1.27)
A0A7H0KG22	YALI2_B00544g			Coiled coil	Uncharacterized protein
A0A7H0KGL8	YALI2_C00087g				Uncharacterized protein
A0A7H0KPR9	YALI2_E00601g				Importin beta-like protein
A0A7H0KDF1	YALI2_A00316g	GO:0004113; GO:0005794		Hydrolase	2',3'-cyclic-nucleotide 3'-phosphodiesterase (EC 3.1.4.37)
A0A7H0KEZ1	YALI2_B00162g	GO:0005524; GO:0106310; GO:0106311		ATP-binding;Kinase;Nucleotide-binding;Serine/threonine-protein kinase;Transferase	Serine/threonine-protein kinase psk1 (EC 2.7.11.1)
A0A371C862	B0I71DRAFT_164357				Uncharacterized protein
A0A7H0KVD6	YALI2_F00798g				Uncharacterized protein
A0A7H0KQ67	YALI2_E00749g	GO:0008127		Oxidoreductase	Pirin (EC 1.13.11.24)
A0A7H0KFA5	YALI2_B00276g	GO:0005524; GO:0106310; GO:0106311		ATP-binding;Kinase;Nucleotide-binding;Transferase	Fatty acyl-CoA synthetase and RNA processing-associated kinase 1 (EC 2.7.11.1)
A0A7H0KQS1	YALI2_E00953g	GO:0005635; GO:0006406; GO:0042274; GO:0070390		Coiled coil;Nucleus	Nuclear mRNA export factor
A0A371C653	B0I71DRAFT_132130				Uncharacterized protein
A0A7H0KQN3	YALI2_E00915g	GO:0003877; GO:0005524; GO:0009117		Nucleotidyltransferase;Transferase	Diadenosine 5',5'''-P1,P4-tetraphosphate phosphorylase 2 (EC 2.7.7.53)
A0A7H0KM90	YALI2_D00847g				Uncharacterized protein
A0A7H0KQK2	YALI2_E00884g				Uncharacterized protein
A0A1N6MC70	YAGA0_F06106g	GO:0016021; GO:0022857		Membrane;Transmembrane;Transmembrane helix;Transport	Putative Sugar Porter
A0A1N6MC44	YAGA0_C23134g	GO:0016021; GO:0022857		Membrane;Transmembrane;Transmembrane helix	Putative Sugar Porter
A0A1D8NNE7	YALI1_F17912g				Uncharacterized protein
A0A1D8NC17	YALI1_C28846g	GO:0015031; GO:0015833; GO:0016021; GO:0055085		Membrane;Peptide transport;Protein transport;Transmembrane;Transmembrane helix;Transport	Uncharacterized protein
A0A371C7Q4	B0I71DRAFT_32784			Membrane;Transmembrane;Transmembrane helix	Uncharacterized protein
A0A1D8N5X4	YALI1_B01325g	GO:0005634; GO:0005737; GO:0010485; GO:0043998		Acyltransferase;Cytoplasm;Transferase	N-alpha-acetyltransferase 40 (EC 2.3.1.257)
A0A1D8NLV9	YALI1_F05661g	GO:0003924; GO:0005525; GO:0005786; GO:0006614; GO:0008312		Cytoplasm;GTP-binding;Nucleotide-binding;RNA-binding;Ribonucleoprotein;Signal recognition particle	Signal recognition particle 54 kDa protein
A0A1D8NNL8	YALI1_F21213g				Uncharacterized protein
A0A371C1T2	B0I71DRAFT_160361	GO:0015031; GO:0015833; GO:0016021; GO:0055085		Membrane;Peptide transport;Protein transport;Transmembrane;Transmembrane helix;Transport	OPT oligopeptide transporter protein-domain-containing protein
A0A1D8NFL9	YALI1_D27547g			ANK repeat	Uncharacterized protein
A0A371CEI3	B0I71DRAFT_126859			Nucleus	WW domain-containing protein
A0A1D8NM43	YALI1_F07980g				Uncharacterized protein
A0A1D8N4N6	YALI1_A12772g	GO:0003676; GO:0004523			RNase H type-1 domain-containing protein
A0A7H0KDR5	YALI2_A00430g	GO:0005743; GO:0009055; GO:0016021; GO:0020037; GO:0046872		Heme;Iron;Membrane;Metal-binding;Mitochondrion;Mitochondrion inner membrane;Transit peptide;Transmembrane;Transmembrane helix	Cytochrome c1, heme protein
A0A1D8NBL5	YALI1_C25032g			Coiled coil	Uncharacterized protein
A0A371BZA5	B0I71DRAFT_88416	GO:0006857; GO:0016021; GO:0022857		Membrane;Transmembrane;Transmembrane helix;Transport	POT family-domain-containing protein
A0A1D8NJD2	YALI1_E25163g	GO:0004553; GO:0005618; GO:0005975		Cell wall;Secreted	Uncharacterized protein
A0A1D8NPC5	YALI1_F27812g	GO:0016279; GO:0018023			SET domain-containing protein
A0A1D8N662	YALI1_B03404g	GO:0003677; GO:0005634		DNA-binding;Nucleus	HMG box domain-containing protein
A0A1H6QB40	YALI1_D20840g	GO:0005680; GO:0007049; GO:0051301			Anaphase-promoting complex subunit 1
A0A1D8N7D6	YALI1_B15310g	GO:0006886; GO:0016192			CNH domain-containing protein
A0A7H0KFA4	YALI2_B00275g	GO:0000166; GO:0003677; GO:0003887; GO:0005634; GO:0006260; GO:0016035; GO:0019985; GO:0046872; GO:0051539		4Fe-4S;DNA replication;DNA-binding;DNA-directed DNA polymerase;Iron;Iron-sulfur;Metal-binding;Nucleotidyltransferase;Nucleus;Transferase;Zinc;Zinc-finger	DNA polymerase (EC 2.7.7.7)
A0A1D8N9J3	YALI1_C05252g	GO:0000398; GO:0000974; GO:0005681; GO:0006281; GO:0061630; GO:0070534	PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|RuleBase:RU367101}.	Coiled coil;DNA damage;DNA repair;Nucleus;Repeat;Spliceosome;Transferase;Ubl conjugation pathway;WD repeat;mRNA processing;mRNA splicing	Pre-mRNA-processing factor 19 (EC 2.3.2.27)
A0A1D8NDC8	YALI1_D07209g	GO:0016021		Membrane;Signal;Transmembrane;Transmembrane helix	DUF2012 domain-containing protein
A0A1D8N4Q3	YALI1_A13845g				Uncharacterized protein
A0A7H0KJS4	YALI2_C01193g	GO:0016746; GO:0061630; GO:0072344		Acyltransferase;Metal-binding;Phosphoprotein;Transferase;Zinc;Zinc-finger	E3 ubiquitin-protein ligase HEL2 (EC 2.3.2.27)
A0A1D8NA13	YALI1_C09642g	GO:0005524; GO:0006298; GO:0032300		DNA damage	MutL_C domain-containing protein
A0A371C9S1	B0I71DRAFT_129747			Signal	Uncharacterized protein
A0A1D8NHV0	YALI1_E12421g			Signal	Uncharacterized protein
A0A7H0KSD5	YALI2_E01517g	GO:0005524; GO:0016746; GO:0061631		ATP-binding;Acyltransferase;Nucleotide-binding;Transferase;Ubl conjugation pathway	Ubiquitin-conjugating enzyme E2 8 (EC 2.3.2.23)
A0A7H0KIS3	YALI2_C00842g	GO:0016021; GO:0016746		Acyltransferase;Membrane;Transferase;Transmembrane;Transmembrane helix	Lysocardiolipin acyltransferase 1 (EC 2.3.1.-)
A0A1D8NN45	YALI1_F16366g			Signal	Uncharacterized protein
A0A1D8NH29	YALI1_E05309g	GO:0016021		Membrane;Transmembrane;Transmembrane helix	Cytochrome b5 heme-binding domain-containing protein
A0A1D8NAH2	YALI1_C14595g	GO:0015079; GO:0016021		Ion transport;Membrane;Potassium;Potassium transport;Transmembrane;Transmembrane helix;Transport	Uncharacterized protein
A0A371C7C9	B0I71DRAFT_131309	GO:0016021; GO:0022857		Membrane;Transmembrane;Transmembrane helix	Major facilitator superfamily domain-containing protein
A0A371CDF9	B0I71DRAFT_127659	GO:0005085; GO:0032012			SEC7 domain-containing protein
A0A7H0KES5	YALI2_B00096g	GO:0004835; GO:0006464; GO:0016787		Coiled coil;Ligase	Tubulin--tyrosine ligase PBY1 (EC 6.3.2.25)
A0A1D8N4Q8	YALI1_A13334g				Uncharacterized protein
A0A1D8NN09	YALI1_F15878g				Uncharacterized protein
A0A7H0KD11	YALI2_A00176g	GO:0005524; GO:0016021; GO:0042626		ATP-binding;Membrane;Nucleotide-binding;Transmembrane;Transmembrane helix	Multidrug resistance protein sirA
A0A371C453	B0I71DRAFT_133236				WD40-repeat-containing domain protein
A0A371CEI0	B0I71DRAFT_126855	GO:0005739; GO:0005840		Mitochondrion;Ribonucleoprotein;Ribosomal protein	Mitochondrial ribosomal subunit S27-domain-containing protein
A0A7H0KM93	YALI2_D00850g	GO:0005739; GO:0016021		Coiled coil;Membrane;Mitochondrion;Transmembrane;Transmembrane helix	Protein FMP32
A0A1D8N4E6	YALI1_A11079g				Uncharacterized protein
A0A371CG79	B0I71DRAFT_68526			Signal	Uncharacterized protein (Fragment)
A0A1D8NJ65	YALI1_E23691g	GO:0000139; GO:0005198; GO:0006886; GO:0016192; GO:0030126		Cytoplasm;ER-Golgi transport;Golgi apparatus;Membrane;Protein transport;Repeat;Transport;WD repeat	Coatomer subunit alpha
A0A1D8NAZ5	YALI1_C18391g				Uncharacterized protein
A0A1D8N839	YALI1_B21737g	GO:0016021		Membrane;Transmembrane;Transmembrane helix	Uncharacterized protein
A0A1D8NJM1	YALI1_E27218g				Uncharacterized protein
A0A1D8NLU3	YALI1_F05543t				Uncharacterized protein
A0A1D8NEV1	YALI1_D20672g				Uncharacterized protein
A0A1D8NQH7	YALI1_F37551g				Uncharacterized protein
A0A1D8NAS2	YALI1_C16688g				Uncharacterized protein
A0A1D8NP75	YALI1_F25649g	GO:0004622; GO:0009395; GO:0102545		Hydrolase;Lipid degradation;Lipid metabolism;Signal	Lysophospholipase (EC 3.1.1.5)
A0A1D8N5F8	YALI1_A20129g				Uncharacterized protein
A0A371C4B8	B0I71DRAFT_43073				Mitochondrial K+-H+ exchange-related-domain-containing protein
A0A1D8NC45	YALI1_C29628g				Uncharacterized protein
A0A1H6PPE6	YALI1_E34857g	GO:0016021		Membrane;Transmembrane;Transmembrane helix	Uncharacterized protein
A0A1D8NHQ6	YALI1_E11309g	GO:0003723; GO:0005634; GO:0031124		Nucleus;RNA-binding	RRM domain-containing protein
A0A371C4J3	B0I71DRAFT_42338	GO:0003676; GO:0004523			Ribonuclease H-like domain-containing protein
A0A1D8NHH8	YALI1_E08900g	GO:0005524; GO:0005874; GO:0007018; GO:0008017; GO:1990939		ATP-binding;Coiled coil;Microtubule;Motor protein;Nucleotide-binding	Kinesin-like protein
A0A371C2M8	B0I71DRAFT_134075				Uncharacterized protein
A0A371BYD4	B0I71DRAFT_17266	GO:0003676; GO:0004534; GO:0005634; GO:0006353; GO:0006364; GO:0006397		Exonuclease;Hydrolase;Nuclease;Transcription;Transcription regulation;Transcription termination;mRNA processing;rRNA processing	5'-3' exoribonuclease (EC 3.1.13.-)
A0A1D8NLY2	YALI1_F06426g				Uncharacterized protein
A0A371BWY0	B0I71DRAFT_137408	GO:0005634		Nucleus	Rap1_C domain-containing protein
A0A1D8NN94	YALI1_F17473g				Uncharacterized protein
A0A371C3J1	B0I71DRAFT_133560			Signal	Uncharacterized protein
A0A371BYV2	B0I71DRAFT_167229	GO:0016787		Hydrolase	Glycoside hydrolase superfamily
A0A371CFT5	B0I71DRAFT_18552	GO:0005789; GO:0006486; GO:0016021; GO:0052925	PATHWAY: Protein modification; protein glycosylation. {ECO:0000256|ARBA:ARBA00004922, ECO:0000256|RuleBase:RU364047}.	Endoplasmic reticulum;Glycosyltransferase;Membrane;Transferase;Transmembrane;Transmembrane helix	Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase (EC 2.4.1.258) (Dol-P-Man-dependent alpha(1-3)-mannosyltransferase)
A0A371C7B5	B0I71DRAFT_117997	GO:0016021; GO:0022857		Membrane;Transmembrane;Transmembrane helix	Major facilitator superfamily domain-containing protein
A0A1D8N3D8	YALI1_A02190g				Uncharacterized protein
A0A371C1R6	B0I71DRAFT_8143				Uncharacterized protein
A0A1D8NBN6	YALI1_C25515g				Uncharacterized protein
A0A1D8NKQ1	YALI1_E36323g				Uncharacterized protein
A0A1D8ND12	YALI1_D04055g	GO:0004100; GO:0005886; GO:0006031; GO:0016021; GO:0071555		Cell membrane;Cell wall biogenesis/degradation;Glycosyltransferase;Membrane;Transferase;Transmembrane;Transmembrane helix	Chitin synthase (EC 2.4.1.16)
A0A371C7Q3	B0I71DRAFT_130969			Coiled coil	Uncharacterized protein
A0A1D8N3R5	YALI1_A05168g				Uncharacterized protein
A0A371BWU3	B0I71DRAFT_26945				Uncharacterized protein
A0A1D8N9R7	YALI1_C06917g	GO:0003676; GO:0003724; GO:0005524; GO:0016787		ATP-binding;Helicase;Hydrolase;Nucleotide-binding	Uncharacterized protein
A0A1D8ND59	YALI1_D05139g	GO:0004672; GO:0005524		ATP-binding;Nucleotide-binding	Protein kinase domain-containing protein
A0A371BXG8	B0I71DRAFT_137019	GO:0016491			Uncharacterized protein
A0A1D8N7E3	YALI1_B15420g	GO:0016255; GO:0042765			Uncharacterized protein
A0A371CAB2	B0I71DRAFT_163877	GO:0005737		Coiled coil;Cytoplasm;Repeat	bVLRF1 domain-containing protein
A0A371CAZ4	B0I71DRAFT_94669	GO:0046982			Histone-fold-containing protein
A0A1D8NFC4	YALI1_D24918g	GO:0005975			Bac_rhamnosid6H domain-containing protein
A0A7H0KMR0	YALI2_D01017g	GO:0016021; GO:0022857		Membrane;Transmembrane;Transmembrane helix	MFS siderochrome iron transporter C
A0A371BZS7	B0I71DRAFT_148880				Uncharacterized protein
A0A1D8NEN1	YALI1_D18566g				Uncharacterized protein
A0A371C8Z6	B0I71DRAFT_96002	GO:0004806; GO:0016020; GO:0016042; GO:0016740		Hydrolase;Lipid degradation;Lipid metabolism;Transferase	Patatin-like phospholipase domain-containing protein (EC 3.1.1.-)
A0A1D8NMV7	YALI1_F14729g				Inhibitor I9 domain-containing protein
A0A1D8NH45	YALI1_E05496g				Uncharacterized protein
A0A1D8N4Z3	YALI1_A15846g	GO:0005634; GO:0007049; GO:0007059; GO:0031262; GO:0051301		Cell cycle;Cell division;Centromere;Chromosome;Coiled coil;Kinetochore;Mitosis;Nucleus	Kinetochore protein SPC25
A0A1D8NIL6	YALI1_E19316g				Uncharacterized protein
A0A371CDF5	B0I71DRAFT_150891	GO:0003735; GO:0005840; GO:0006412		Ribonucleoprotein;Ribosomal protein	Uncharacterized protein
A0A1D8NP16	YALI1_F24525g				Uncharacterized protein
A0A1D8NMC3	YALI1_F10296g	GO:0006811; GO:0016021; GO:0016491		Electron transport;Flavoprotein;Ion transport;Membrane;Oxidoreductase;Transmembrane;Transmembrane helix;Transport	FAD-binding FR-type domain-containing protein
A0A1D8NPD1	YALI1_F27701g				Uncharacterized protein
A0A371C171	B0I71DRAFT_134845	GO:0008168; GO:0032259		Methyltransferase;Transferase	FtsJ-like methyltransferase-domain-containing protein
A0A7H0KRD4	YALI2_E01166g	GO:0005730; GO:0006364		Nucleus;Ribonucleoprotein;Ribosome biogenesis;rRNA processing	U3 small nucleolar RNA-associated protein 10
A0A1D8N859	YALI1_B22375g	GO:0005789; GO:0016021; GO:0016126; GO:0016853	PATHWAY: Steroid metabolism; ergosterol biosynthesis; ergosterol from zymosterol: step 2/5. {ECO:0000256|ARBA:ARBA00005039}.	Endoplasmic reticulum;Membrane;Transmembrane;Transmembrane helix	Uncharacterized protein
A0A1D8NJ60	YALI1_E23578g	GO:0004672; GO:0005524; GO:0005759		ATP-binding;Kinase;Mitochondrion;Nucleotide-binding;Transferase	Protein-serine/threonine kinase (EC 2.7.11.-)
A0A371C7N0	B0I71DRAFT_131058	GO:0016021		Membrane;Transmembrane;Transmembrane helix	Uncharacterized protein
A0A371BXN8	B0I71DRAFT_155782	GO:0006338; GO:0031011			INO80 complex subunit Ies4-domain-containing protein
A0A1D8NCY5	YALI1_D03561g	GO:0000981; GO:0003677; GO:0006351; GO:0008270		Metal-binding;Zinc	Zn(2)-C6 fungal-type domain-containing protein
A0A7H0KFA7	YALI2_B00278g	GO:0005524; GO:0006281; GO:0006325; GO:0031011; GO:0035267; GO:0043139; GO:0097255; GO:0140603		ATP-binding;Activator;Chromatin regulator;DNA damage;DNA repair;Helicase;Hydrolase;Nucleotide-binding;Nucleus;Transcription;Transcription regulation	RuvB-like helicase (EC 3.6.4.12)
A0A1D8N7I0	YALI1_B16255g	GO:0016021		Membrane;Transmembrane;Transmembrane helix	Uncharacterized protein
A0A371CBN1	B0I71DRAFT_145286				HAD-like domain-containing protein
A0A7H0KKP0	YALI2_D00297g				FAS-associated factor 2
A0A371C8E9	B0I71DRAFT_158427				Usp domain-containing protein
A0A1D8NMW0	YALI1_F14150g	GO:0016021		Membrane;Transmembrane;Transmembrane helix	Uncharacterized protein
A0A371C1B9	B0I71DRAFT_168267				Uncharacterized protein
A0A1D8N486	YALI1_A09422g			Repeat;WD repeat	F-box domain-containing protein
A0A1D8NCC6	YALI1_C31649g			Signal	Uncharacterized protein
A0A371C867	B0I71DRAFT_170481				Uncharacterized protein
A0A7H0KM62	YALI2_D00819g	GO:0000723; GO:0005524; GO:0006281; GO:0016787; GO:0030870; GO:0046872		ATP-binding;Coiled coil;Hydrolase;Metal-binding;Nucleotide-binding;Zinc	DNA repair protein RAD50 (EC 3.6.-.-)
A0A371BYF6	B0I71DRAFT_143238	GO:0016021		Membrane;Transmembrane;Transmembrane helix	Uncharacterized protein
A0A7H0KL05	YALI2_D00412g	GO:0005975			Bac_rhamnosid6H domain-containing protein
A0A7H0KEM7	YALI2_B00048g				Uncharacterized protein
A0A7H0KVK8	YALI2_F00870g				Uncharacterized protein
A0A371C4M5	B0I71DRAFT_153909	GO:0016616; GO:0051287			2-Hacid_dh domain-containing protein (Fragment)
A0A7H0KDU7	YALI2_A00462g	GO:0003682			BAH domain-containing protein
A0A7H0KT52	YALI2_F00014g	GO:0016021		Membrane;Transmembrane;Transmembrane helix	Uncharacterized protein
A0A7H0KTT6	YALI2_F00248g	GO:0046872; GO:0106306; GO:0106307		Hydrolase;Magnesium;Manganese;Metal-binding;Protein phosphatase	Protein phosphatase (EC 3.1.3.16)
A0A7H0KMQ1	YALI2_D01008g				Uncharacterized protein
A0A371BX82	B0I71DRAFT_23206				Uncharacterized protein
A0A7H0KLW0	YALI2_D00717g				Uncharacterized protein
A0A7H0KJG3	YALI2_C01082g	GO:0016021		Coiled coil;Membrane;Transmembrane;Transmembrane helix	Uncharacterized protein
A0A7H0KL57	YALI2_D00464g				Uncharacterized protein
A0A7H0KSA0	YALI2_E01482g	GO:0004843; GO:1990380			MINDY_DUB domain-containing protein
A0A7H0KGC0	YALI2_B00642g				Uncharacterized protein
A0A7H0KKA6	YALI2_D00163g	GO:0005546; GO:0016197; GO:0030036; GO:0031932; GO:0038203			Phosphatidylinositol 4,5-bisphosphate-binding protein SLM1
A0A7H0KJR2	YALI2_C01181g	GO:0000145; GO:0006887; GO:0015031		Coiled coil;Protein transport;Transport	Exocyst complex component Sec10
A0A7H0KS83	YALI2_E01465g	GO:0000127; GO:0003677; GO:0005634; GO:0006384		DNA-binding;Nucleus;Transcription	Transcription factor tau subunit sfc1
A0A7H0KEI0	YALI2_B00001g				BTB domain-containing protein
A0A7H0KHP4	YALI2_C00463g			Coiled coil	Uncharacterized protein
A0A7H0KFE5	YALI2_B00316g	GO:0016021		Membrane;Transmembrane;Transmembrane helix	Uncharacterized protein
A0A7H0KMZ0	YALI2_D01097g	GO:0003677		DNA-binding;Signal;Transcription;Transcription regulation	Cell pattern formation-associated protein StuA
A0A7H0KRZ8	YALI2_E01380g				Protein LOT5
A0A7H0KKM6	YALI2_D00283g			Signal	Uncharacterized protein
A0A371CBE3	B0I71DRAFT_128885			Signal	Uncharacterized protein
A0A371CAE4	B0I71DRAFT_129483				Uncharacterized protein
A0A7H0KUR6	YALI2_F00578g			Coiled coil	Uncharacterized protein
A0A7H0KVA3	YALI2_F00765g				Uncharacterized protein
A0A7H0KJ08	YALI2_C00927g	GO:0016787		Hydrolase	Retrovirus-related Pol polyprotein (EC 3.4.23.-)
A0A7H0KVV2	YALI2_F00964g			SH3 domain	Tip elongation aberrant protein Tea4
A0A7H0KU19	YALI2_F00331g	GO:0005737; GO:0008180			COP9 signalosome complex subunit 2
A0A7H0KUW0	YALI2_F00622g	GO:0016021		Membrane;Transmembrane;Transmembrane helix	Nitrosoguanidine resistance protein SNG1
A0A7H0KEA1	YALI2_A00616g				BTB domain-containing protein
A0A7H0KKT9	YALI2_D00346g			Signal	Uncharacterized protein
A0A7H0KMX8	YALI2_D01085g			Coiled coil	Uncharacterized protein
A0A1D8NME0	YALI1_F09863g				Uncharacterized protein
A0A1D8N3K5	YALI1_A03937g	GO:0003676; GO:0008270		Metal-binding;Zinc;Zinc-finger	Uncharacterized protein
A0A7H0KKR7	YALI2_D00324g	GO:0004806; GO:0016021; GO:0016042		Hydrolase;Lipid degradation;Lipid metabolism;Membrane;Transmembrane;Transmembrane helix	Patatin-like phospholipase domain-containing protein (EC 3.1.1.-)
A0A1D8NC93	YALI1_C30859g				Uncharacterized protein
A0A371CA78	B0I71DRAFT_163699				Uncharacterized protein
A0A1D8NKI2	YALI1_E35027g	GO:0005634; GO:0007094		Cell cycle;Coiled coil;Nucleus	Spindle assembly checkpoint component MAD1
A0A371C4X3	B0I71DRAFT_132761	GO:0005737; GO:0007049; GO:0051301		Cell cycle;Cell division;Cytoplasm	Cell division cycle protein 123
A0A1D8NCX9	YALI1_D03216g				Uncharacterized protein
A0A1D8N5H7	YALI1_A20558g	GO:0005524; GO:0016021; GO:0042626		ATP-binding;Membrane;Nucleotide-binding;Transmembrane;Transmembrane helix;Transport	Uncharacterized protein
